,game_id,season,home_team,away_team,down,game_date,game_half,game_seconds_remaining,play_type,ydstogo,yardline_100,posteam,qtr,side_of_field,defteam,side_of_field,posteam_score,defteam_score,roof,surface,temp,wind,stadium
26587,2016091100,2016,ATL,TB,4.0,2016-09-11,Half2,1416.0,punt,20,50.0,ATL,3,MID,TB,MID,13.0,24.0,dome,fieldturf,,,Georgia Dome
26588,2016091100,2016,ATL,TB,4.0,2016-09-11,Half2,1128.0,pass,3,50.0,ATL,3,MID,TB,MID,13.0,31.0,dome,fieldturf,,,Georgia Dome
26589,2016091100,2016,ATL,TB,4.0,2016-09-11,Half2,900.0,punt,2,67.0,TB,4,TB,ATL,TB,31.0,21.0,dome,fieldturf,,,Georgia Dome
26590,2016091100,2016,ATL,TB,4.0,2016-09-11,Half2,701.0,punt,5,55.0,ATL,4,ATL,TB,ATL,21.0,31.0,dome,fieldturf,,,Georgia Dome
26591,2016091100,2016,ATL,TB,4.0,2016-09-11,Half2,602.0,punt,6,88.0,TB,4,TB,ATL,TB,31.0,21.0,dome,fieldturf,,,Georgia Dome
26592,2016091100,2016,ATL,TB,4.0,2016-09-11,Half2,299.0,field_goal,8,11.0,ATL,4,TB,TB,TB,21.0,31.0,dome,fieldturf,,,Georgia Dome
26593,2016091100,2016,ATL,TB,4.0,2016-09-11,Half2,120.0,punt,2,50.0,TB,4,MID,ATL,MID,31.0,24.0,dome,fieldturf,,,Georgia Dome
26594,2016091100,2016,ATL,TB,4.0,2016-09-11,Half2,77.0,pass,10,72.0,ATL,4,ATL,TB,ATL,24.0,31.0,dome,fieldturf,,,Georgia Dome
26595,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half1,3412.0,punt,6,71.0,BAL,1,BAL,BUF,BAL,0.0,0.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26596,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half1,3282.0,punt,18,76.0,BUF,1,BUF,BAL,BUF,0.0,0.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26597,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half1,3030.0,punt,11,48.0,BUF,1,BAL,BAL,BAL,0.0,0.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26598,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half1,2741.0,field_goal,15,32.0,BAL,1,BUF,BUF,BUF,0.0,0.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26599,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half1,2587.0,punt,10,64.0,BUF,2,BUF,BAL,BUF,0.0,3.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26600,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half1,1986.0,run,1,1.0,BUF,2,BAL,BAL,BAL,0.0,10.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26601,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half2,1553.0,run,1,37.0,BUF,3,BAL,BAL,BAL,7.0,10.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26602,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half2,1423.0,field_goal,15,31.0,BUF,3,BAL,BAL,BAL,7.0,10.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26603,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half2,1363.0,punt,2,53.0,BAL,3,BAL,BUF,BAL,10.0,7.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26604,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half2,1158.0,punt,4,55.0,BUF,3,BUF,BAL,BUF,7.0,10.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26605,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half2,946.0,pass,1,42.0,BAL,3,BUF,BUF,BUF,10.0,7.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26606,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half2,779.0,punt,18,78.0,BAL,4,BAL,BUF,BAL,10.0,7.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26607,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half2,706.0,punt,4,59.0,BUF,4,BUF,BAL,BUF,7.0,10.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26608,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half2,342.0,field_goal,16,19.0,BAL,4,BUF,BUF,BUF,10.0,7.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26609,2016091101,2016,BAL,BUF,4.0,2016-09-11,Half2,283.0,punt,18,86.0,BUF,4,BUF,BAL,BUF,7.0,13.0,outdoors,grass,84.0,8.0,M&T Bank Stadium
26610,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half1,2970.0,punt,12,78.0,HOU,1,HOU,CHI,HOU,0.0,7.0,closed,fieldturf,,,NRG Stadium
26611,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half1,2869.0,run,1,31.0,CHI,1,HOU,HOU,HOU,7.0,0.0,closed,fieldturf,,,NRG Stadium
26612,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half1,2488.0,field_goal,10,10.0,HOU,2,CHI,CHI,CHI,0.0,7.0,closed,fieldturf,,,NRG Stadium
26613,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half1,2295.0,punt,9,77.0,CHI,2,CHI,HOU,CHI,7.0,3.0,closed,fieldturf,,,NRG Stadium
26614,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half1,1915.0,punt,6,58.0,CHI,2,CHI,HOU,CHI,7.0,10.0,closed,fieldturf,,,NRG Stadium
26615,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half1,1850.0,punt,12,85.0,HOU,2,HOU,CHI,HOU,10.0,7.0,closed,fieldturf,,,NRG Stadium
26616,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,1640.0,field_goal,10,10.0,HOU,3,CHI,CHI,CHI,10.0,14.0,closed,fieldturf,,,NRG Stadium
26617,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,1569.0,punt,12,77.0,CHI,3,CHI,HOU,CHI,14.0,13.0,closed,fieldturf,,,NRG Stadium
26618,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,1504.0,punt,14,73.0,HOU,3,HOU,CHI,HOU,13.0,14.0,closed,fieldturf,,,NRG Stadium
26619,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,1370.0,punt,2,38.0,CHI,3,HOU,HOU,HOU,14.0,13.0,closed,fieldturf,,,NRG Stadium
26620,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,1123.0,punt,1,70.0,HOU,3,HOU,CHI,HOU,13.0,14.0,closed,fieldturf,,,NRG Stadium
26621,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,1065.0,punt,6,82.0,CHI,3,CHI,HOU,CHI,14.0,13.0,closed,fieldturf,,,NRG Stadium
26622,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,550.0,punt,15,64.0,CHI,4,CHI,HOU,CHI,14.0,20.0,closed,fieldturf,,,NRG Stadium
26623,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,374.0,field_goal,6,20.0,HOU,4,CHI,CHI,CHI,20.0,14.0,closed,fieldturf,,,NRG Stadium
26624,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,296.0,punt,12,76.0,CHI,4,CHI,HOU,CHI,14.0,23.0,closed,fieldturf,,,NRG Stadium
26625,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,126.0,punt,7,56.0,HOU,4,HOU,CHI,HOU,23.0,14.0,closed,fieldturf,,,NRG Stadium
26626,2016091102,2016,HOU,CHI,4.0,2016-09-11,Half2,18.0,pass,10,55.0,CHI,4,CHI,HOU,CHI,14.0,23.0,closed,fieldturf,,,NRG Stadium
26627,2016091103,2016,JAX,GB,4.0,2016-09-11,Half1,3351.0,run,1,20.0,GB,1,JAC,JAX,JAC,0.0,0.0,outdoors,grass,90.0,3.0,EverBank Field
26628,2016091103,2016,JAX,GB,4.0,2016-09-11,Half1,3066.0,punt,12,61.0,JAX,1,JAC,GB,JAC,0.0,7.0,outdoors,grass,90.0,3.0,EverBank Field
26629,2016091103,2016,JAX,GB,4.0,2016-09-11,Half1,3016.0,punt,7,94.0,GB,1,GB,JAX,GB,7.0,0.0,outdoors,grass,90.0,3.0,EverBank Field
26630,2016091103,2016,JAX,GB,4.0,2016-09-11,Half1,2837.0,punt,4,69.0,GB,1,GB,JAX,GB,7.0,7.0,outdoors,grass,90.0,3.0,EverBank Field
26631,2016091103,2016,JAX,GB,4.0,2016-09-11,Half1,2709.0,punt,1,70.0,JAX,1,JAC,GB,JAC,7.0,7.0,outdoors,grass,90.0,3.0,EverBank Field
26632,2016091103,2016,JAX,GB,4.0,2016-09-11,Half1,2631.0,punt,6,93.0,GB,2,GB,JAX,GB,7.0,7.0,outdoors,grass,90.0,3.0,EverBank Field
26633,2016091103,2016,JAX,GB,4.0,2016-09-11,Half1,2532.0,pass,5,48.0,JAX,2,GB,GB,GB,7.0,7.0,outdoors,grass,90.0,3.0,EverBank Field
26634,2016091103,2016,JAX,GB,4.0,2016-09-11,Half1,2272.0,field_goal,4,8.0,JAX,2,GB,GB,GB,7.0,7.0,outdoors,grass,90.0,3.0,EverBank Field
26635,2016091103,2016,JAX,GB,4.0,2016-09-11,Half2,1514.0,field_goal,7,7.0,GB,3,JAC,JAX,JAC,21.0,17.0,outdoors,grass,90.0,3.0,EverBank Field
26636,2016091103,2016,JAX,GB,4.0,2016-09-11,Half2,1279.0,field_goal,7,21.0,JAX,3,GB,GB,GB,17.0,24.0,outdoors,grass,90.0,3.0,EverBank Field
26637,2016091103,2016,JAX,GB,4.0,2016-09-11,Half2,724.0,field_goal,2,2.0,GB,4,JAC,JAX,JAC,24.0,20.0,outdoors,grass,90.0,3.0,EverBank Field
26638,2016091103,2016,JAX,GB,4.0,2016-09-11,Half2,525.0,pass,4,49.0,JAX,4,GB,GB,GB,20.0,27.0,outdoors,grass,90.0,3.0,EverBank Field
26639,2016091103,2016,JAX,GB,4.0,2016-09-11,Half2,449.0,pass,3,38.0,JAX,4,GB,GB,GB,20.0,27.0,outdoors,grass,90.0,3.0,EverBank Field
26640,2016091103,2016,JAX,GB,4.0,2016-09-11,Half2,317.0,field_goal,13,32.0,JAX,4,GB,GB,GB,20.0,27.0,outdoors,grass,90.0,3.0,EverBank Field
26641,2016091103,2016,JAX,GB,4.0,2016-09-11,Half2,203.0,punt,9,81.0,GB,4,GB,JAX,GB,27.0,23.0,outdoors,grass,90.0,3.0,EverBank Field
26642,2016091103,2016,JAX,GB,4.0,2016-09-11,Half2,23.0,pass,1,14.0,JAX,4,GB,GB,GB,23.0,27.0,outdoors,grass,90.0,3.0,EverBank Field
26643,2016091104,2016,KC,LAC,4.0,2016-09-11,Half1,3415.0,field_goal,4,29.0,KC,1,SD,LAC,SD,0.0,0.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26644,2016091104,2016,KC,LAC,4.0,2016-09-11,Half1,3067.0,punt,5,45.0,KC,1,SD,LAC,SD,3.0,7.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26645,2016091104,2016,KC,LAC,4.0,2016-09-11,Half1,2495.0,punt,28,93.0,KC,2,KC,LAC,KC,3.0,14.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26646,2016091104,2016,KC,LAC,4.0,2016-09-11,Half1,2031.0,punt,2,56.0,KC,2,KC,LAC,KC,3.0,21.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26647,2016091104,2016,KC,LAC,4.0,2016-09-11,Half1,1864.0,punt,2,56.0,LAC,2,SD,KC,SD,21.0,3.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26648,2016091104,2016,KC,LAC,4.0,2016-09-11,Half1,1816.0,punt,7,47.0,KC,2,SD,LAC,SD,3.0,21.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26649,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,1655.0,punt,6,48.0,LAC,3,KC,KC,KC,21.0,3.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26650,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,1511.0,punt,14,93.0,KC,3,KC,LAC,KC,3.0,21.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26651,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,1266.0,field_goal,9,11.0,LAC,3,KC,KC,KC,21.0,3.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26652,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,1137.0,pass,5,25.0,KC,3,SD,LAC,SD,3.0,24.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26653,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,807.0,field_goal,6,10.0,LAC,4,KC,KC,KC,24.0,10.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26654,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,685.0,field_goal,2,36.0,LAC,4,KC,KC,KC,27.0,10.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26655,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,625.0,pass,2,48.0,KC,4,SD,LAC,SD,10.0,27.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26656,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,420.0,punt,3,56.0,LAC,4,SD,KC,SD,27.0,17.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26657,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,192.0,field_goal,6,15.0,KC,4,SD,LAC,SD,17.0,27.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26658,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,119.0,punt,10,75.0,LAC,4,SD,KC,SD,27.0,20.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26659,2016091104,2016,KC,LAC,4.0,2016-09-11,Half2,8.0,punt,12,65.0,LAC,4,SD,KC,SD,27.0,27.0,outdoors,grass,74.0,9.0,Arrowhead Stadium
26660,2016091105,2016,NO,OAK,4.0,2016-09-11,Half1,3448.0,field_goal,18,29.0,OAK,1,NO,NO,NO,0.0,0.0,dome,sportturf,,,Mercedes-Benz Superdome
26661,2016091105,2016,NO,OAK,4.0,2016-09-11,Half1,3096.0,field_goal,21,24.0,NO,1,OAK,OAK,OAK,0.0,3.0,dome,sportturf,,,Mercedes-Benz Superdome
26662,2016091105,2016,NO,OAK,4.0,2016-09-11,Half1,2520.0,pass,1,1.0,NO,2,OAK,OAK,OAK,3.0,10.0,dome,sportturf,,,Mercedes-Benz Superdome
26663,2016091105,2016,NO,OAK,4.0,2016-09-11,Half1,2351.0,punt,9,62.0,OAK,2,OAK,NO,OAK,10.0,10.0,dome,sportturf,,,Mercedes-Benz Superdome
26664,2016091105,2016,NO,OAK,4.0,2016-09-11,Half1,1972.0,punt,1,67.0,OAK,2,OAK,NO,OAK,10.0,17.0,dome,sportturf,,,Mercedes-Benz Superdome
26665,2016091105,2016,NO,OAK,4.0,2016-09-11,Half1,1880.0,punt,9,52.0,NO,2,NO,OAK,NO,17.0,10.0,dome,sportturf,,,Mercedes-Benz Superdome
26666,2016091105,2016,NO,OAK,4.0,2016-09-11,Half2,1721.0,punt,3,68.0,OAK,3,OAK,NO,OAK,10.0,17.0,dome,sportturf,,,Mercedes-Benz Superdome
26667,2016091105,2016,NO,OAK,4.0,2016-09-11,Half2,1597.0,punt,5,85.0,NO,3,NO,OAK,NO,17.0,10.0,dome,sportturf,,,Mercedes-Benz Superdome
26668,2016091105,2016,NO,OAK,4.0,2016-09-11,Half2,1392.0,punt,10,45.0,OAK,3,NO,NO,NO,10.0,17.0,dome,sportturf,,,Mercedes-Benz Superdome
26669,2016091105,2016,NO,OAK,4.0,2016-09-11,Half2,1096.0,field_goal,8,13.0,OAK,3,NO,NO,NO,10.0,24.0,dome,sportturf,,,Mercedes-Benz Superdome
26670,2016091105,2016,NO,OAK,4.0,2016-09-11,Half2,827.0,field_goal,5,33.0,NO,4,OAK,OAK,OAK,24.0,13.0,dome,sportturf,,,Mercedes-Benz Superdome
26671,2016091105,2016,NO,OAK,4.0,2016-09-11,Half2,526.0,field_goal,2,2.0,NO,4,OAK,OAK,OAK,24.0,19.0,dome,sportturf,,,Mercedes-Benz Superdome
26672,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half1,3462.0,punt,7,72.0,CIN,1,CIN,NYJ,CIN,0.0,0.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26673,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half1,2925.0,field_goal,4,4.0,NYJ,1,CIN,CIN,CIN,7.0,0.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26674,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half1,2792.0,field_goal,5,15.0,CIN,1,NYJ,NYJ,NYJ,0.0,7.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26675,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half1,2626.0,punt,15,61.0,NYJ,2,NYJ,CIN,NYJ,7.0,3.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26676,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half1,2288.0,punt,20,85.0,CIN,2,CIN,NYJ,CIN,10.0,13.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26677,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half1,2003.0,field_goal,5,27.0,NYJ,2,CIN,CIN,CIN,13.0,10.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26678,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half1,1801.0,field_goal,3,3.0,CIN,2,NYJ,NYJ,NYJ,10.0,16.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26679,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half2,1620.0,punt,9,77.0,NYJ,3,NYJ,CIN,NYJ,16.0,13.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26680,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half2,1507.0,punt,15,69.0,CIN,3,CIN,NYJ,CIN,13.0,16.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26681,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half2,1346.0,punt,4,61.0,NYJ,3,NYJ,CIN,NYJ,16.0,13.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26682,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half2,689.0,field_goal,2,2.0,NYJ,4,CIN,CIN,CIN,16.0,20.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26683,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half2,546.0,field_goal,12,34.0,CIN,4,NYJ,NYJ,NYJ,20.0,19.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26684,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half2,205.0,field_goal,1,6.0,NYJ,4,CIN,CIN,CIN,19.0,20.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26685,2016091106,2016,NYJ,CIN,4.0,2016-09-11,Half2,58.0,field_goal,2,29.0,CIN,4,NYJ,NYJ,NYJ,20.0,22.0,outdoors,fieldturf,79.0,17.0,MetLife Stadium
26686,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half1,3224.0,punt,5,70.0,CLE,1,CLE,PHI,CLE,0.0,7.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26687,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half1,3085.0,punt,12,67.0,PHI,1,PHI,CLE,PHI,7.0,0.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26688,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half1,2970.0,punt,7,77.0,CLE,1,CLE,PHI,CLE,0.0,7.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26689,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half1,2751.0,field_goal,8,28.0,PHI,1,CLE,CLE,CLE,7.0,0.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26690,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half1,2690.0,run,5,59.0,CLE,2,CLE,PHI,CLE,0.0,7.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26691,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half1,2553.0,field_goal,4,4.0,PHI,2,CLE,CLE,CLE,7.0,0.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26692,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half1,2263.0,punt,5,72.0,PHI,2,PHI,CLE,PHI,10.0,7.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26693,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half1,1828.0,field_goal,10,19.0,PHI,2,CLE,CLE,CLE,10.0,7.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26694,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half2,1741.0,field_goal,10,17.0,CLE,3,PHI,PHI,PHI,7.0,13.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26695,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half2,1562.0,punt,10,52.0,PHI,3,PHI,CLE,PHI,13.0,10.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26696,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half2,1324.0,pass,4,40.0,PHI,3,CLE,CLE,CLE,15.0,10.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26697,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half2,1114.0,punt,2,57.0,CLE,3,CLE,PHI,CLE,10.0,22.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26698,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half2,900.0,punt,14,43.0,PHI,4,CLE,CLE,CLE,22.0,10.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26699,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half2,836.0,punt,7,96.0,CLE,4,CLE,PHI,CLE,10.0,22.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26700,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half2,701.0,punt,8,45.0,PHI,4,CLE,CLE,CLE,22.0,10.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26701,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half2,608.0,punt,9,79.0,CLE,4,CLE,PHI,CLE,10.0,22.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26702,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half2,275.0,punt,16,40.0,PHI,4,CLE,CLE,CLE,22.0,10.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26703,2016091107,2016,PHI,CLE,4.0,2016-09-11,Half2,221.0,pass,3,85.0,CLE,4,CLE,PHI,CLE,10.0,22.0,outdoors,grass,85.0,14.0,Lincoln Financial Field
26704,2016091108,2016,TEN,MIN,4.0,2016-09-11,Half1,3335.0,punt,11,36.0,TEN,1,MIN,MIN,MIN,0.0,0.0,outdoors,grass,76.0,5.0,Nissan Stadium
26705,2016091108,2016,TEN,MIN,4.0,2016-09-11,Half1,3262.0,punt,4,74.0,MIN,1,MIN,TEN,MIN,0.0,0.0,outdoors,grass,76.0,5.0,Nissan Stadium
26706,2016091108,2016,TEN,MIN,4.0,2016-09-11,Half1,2990.0,field_goal,6,10.0,TEN,1,MIN,MIN,MIN,0.0,0.0,outdoors,grass,76.0,5.0,Nissan Stadium
26707,2016091108,2016,TEN,MIN,4.0,2016-09-11,Half1,2538.0,field_goal,18,19.0,MIN,2,TEN,TEN,TEN,0.0,3.0,outdoors,grass,76.0,5.0,Nissan Stadium
26708,2016091108,2016,TEN,MIN,4.0,2016-09-11,Half1,2281.0,punt,2,45.0,TEN,2,MIN,MIN,MIN,3.0,0.0,outdoors,grass,76.0,5.0,Nissan Stadium
26709,2016091108,2016,TEN,MIN,4.0,2016-09-11,Half1,2103.0,punt,1,63.0,MIN,2,MIN,TEN,MIN,0.0,3.0,outdoors,grass,76.0,5.0,Nissan Stadium
26710,2016091108,2016,TEN,MIN,4.0,2016-09-11,Half2,1741.0,field_goal,8,32.0,MIN,3,TEN,TEN,TEN,0.0,10.0,outdoors,grass,76.0,5.0,Nissan Stadium
